title,publisher,categories,review_score,review_summary
Examples : The Making of 40 Photographs,New York Graphic Society,photography,1.0,Ansel Adams book
Examples : The Making of 40 Photographs,New York Graphic Society,photography,1.0,excellent photographs...very detailed and great description of what ansel adams...a truly great photographer has done to them
Examples : The Making of 40 Photographs,New York Graphic Society,photography,1.0,Ansel Made Mistakes!
Examples : The Making of 40 Photographs,New York Graphic Society,photography,1.0,Go behind the scenes with a master
Examples : The Making of 40 Photographs,New York Graphic Society,photography,1.0,Excellent study
Examples : The Making of 40 Photographs,New York Graphic Society,photography,1.0,Words From The Master
Examples : The Making of 40 Photographs,New York Graphic Society,photography,0.75,A fascinating insight into the mind of a mater photographer
Examples : The Making of 40 Photographs,New York Graphic Society,photography,1.0,Historica
Examples : The Making of 40 Photographs,New York Graphic Society,photography,1.0,Very educational and enjoyable
Examples : The Making of 40 Photographs,New York Graphic Society,photography,1.0,Ansel was a technical and artistical genious.
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,The beauty inThe Sweater Book...
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,Simply beautiful!
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,What a great book!
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,insight for the fans
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,Excellent Book
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,0.0,Pointless and boring
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,0.0,Yet Another Celebrity Tribute Book
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,Absolutely fascinating!
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,A Warm Book from a Warm Heart
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,Amazing
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,An absolutely GORGEOUS book
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,Simply Lovely
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,A Fabulous Collection of Celeb Photos
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,Beautiful
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,A Whimsical Journey
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,What a fun project!
The Sweater Book: Hundreds of People...One Common Thread,Macmillan,photography,1.0,Great book for a good cause
Blythe Style,Chronicle Books,photography,1.0,"Fall in Love with this Captivating Doll Due to a Remarkable, Wonderful Photographer!"
Blythe Style,Chronicle Books,photography,1.0,A must for Blythe lovers!
Blythe Style,Chronicle Books,photography,0.75,Cute!
Blythe Style,Chronicle Books,photography,1.0,Beautiful shots...
Blythe Style,Chronicle Books,photography,1.0,Proudly displayed amongst my other art books
Blythe Style,Chronicle Books,photography,1.0,A must for creative collectors
Blythe Style,Chronicle Books,photography,1.0,I LOVE this book!!!
Blythe Style,Chronicle Books,photography,0.75,Blythe Style
Blythe Style,Chronicle Books,photography,1.0,"A ""Must Have"" for all Blythe lovers!!!"
Blythe Style,Chronicle Books,photography,1.0,Great doll book with really creative photos!
Blythe Style,Chronicle Books,photography,1.0,A Must-Have for any Blythe enthusiast!
Blythe Style,Chronicle Books,photography,1.0,Blythe Style is FULL of Style
Blythe Style,Chronicle Books,photography,1.0,Another fabulous book by Gina!
Blythe Style,Chronicle Books,photography,0.0,Don't waste your money
Blythe Style,Chronicle Books,photography,0.25,What's the hype?
Blythe Style,Chronicle Books,photography,1.0,"A Lovely Pictorial of Blythe, the Doll of Yesterday and Today"
Blythe Style,Chronicle Books,photography,1.0,Great Style
Blythe Style,Chronicle Books,photography,1.0,Book stunning some clothes not so good!!
New Mexico (Portrait of America),UNM Press,photography,1.0,N.M. is O.K.
The Zone System Craftbook: A Comprehensive Guide to the Zonesystem of Exposure and Development,"McGraw-Hill Humanities, Social Sciences & World Languages",photography,1.0,Extremely clear and well written guide to the zone system.
The Zone System Craftbook: A Comprehensive Guide to the Zonesystem of Exposure and Development,"McGraw-Hill Humanities, Social Sciences & World Languages",photography,1.0,The best book on zone system.
Walker Evans: American photographs,The Museum of Modern Art,photography,1.0,Very high quality
Walker Evans: American photographs,The Museum of Modern Art,photography,1.0,magnificent--the definitive edition I have yearned to have
Walker Evans: American photographs,The Museum of Modern Art,photography,1.0,Walker Evans American Photographs
Walker Evans: American photographs,The Museum of Modern Art,photography,1.0,America's most famous photo book
Walker Evans: American photographs,The Museum of Modern Art,photography,1.0,American Photographs - 75th Anniversary Edition
Walker Evans: American photographs,The Museum of Modern Art,photography,1.0,Modernist Americana Classic
Walker Evans: American photographs,The Museum of Modern Art,photography,1.0,A Must Have
Walker Evans: American photographs,The Museum of Modern Art,photography,1.0,Excellent book
Walker Evans: American photographs,The Museum of Modern Art,photography,1.0,Great Collection
Walker Evans: American photographs,The Museum of Modern Art,photography,0.75,A classic
Walker Evans: American photographs,The Museum of Modern Art,photography,1.0,A must have!
Walker Evans: American photographs,The Museum of Modern Art,photography,1.0,The best printed photography book I have ever owned.
Walker Evans: American photographs,The Museum of Modern Art,photography,0.75,A must for photographers and Usa lovers...
The Cat in Photography,Bulfinch Press,photography,1.0,Don't let the cover picture dissuade you.
The Photographer's Assistant,Taylor & Francis US,photography,0.5,Common sense
The Photographer's Assistant,Taylor & Francis US,photography,0.25,Rehashed work
The Photographer's Assistant,Taylor & Francis US,photography,0.25,Look for something newer - insightful
The Photographer's Assistant,Taylor & Francis US,photography,1.0,The best book for learning photographic assisting.
The Photographer's Assistant,Taylor & Francis US,photography,1.0,BEST INFO ON ADVERTISING PHOTOGRAPHY
Magic Lantern Guides: Nikon Sb-28,,photography,0.0,Confused and confusing
Magic Lantern Guides: Nikon Sb-28,,photography,0.75,A comprehensive review of a comprehensive electronic flash
Magic Lantern Guides: Nikon Sb-28,,photography,0.0,A confusing book at best
Magic Lantern Guides: Nikon Sb-28,,photography,0.0,I've been waiting for this book forever. I'm upset.
Magic Lantern Guides: Nikon Sb-28,,photography,1.0,A down-to-earth practical reference book
Magic Lantern Guides: Nikon Sb-28,,photography,0.0,Two-thumbs Down
Magic Lantern Guides: Nikon Sb-28,,photography,0.0,Superficial and Confusing
Magic Lantern Guides: Nikon Sb-28,,photography,0.0,A Waste of Time and Money
Magic Lantern Guides: Nikon Sb-28,,photography,0.0,A Waste of Time &amp; Money
Magic Lantern Guides: Nikon Sb-28,,photography,0.0,Nikon SB28 from Magic Latern Guides
Magic Lantern Guides: Nikon Sb-28,,photography,0.0,low point of a mediocre series
Magic Lantern Guides: Nikon Sb-28,,photography,0.0,Not much more than the SB-28 owners manual
Magic Lantern Guides: Nikon Sb-28,,photography,0.0,Minus Five Star!
Magic Lantern Guides: Nikon Sb-28,,photography,0.0,Poor Exposure of the SB-28 Speedlight
Magic Lantern Guides: Nikon Sb-28,,photography,0.0,Terrible!
Magic Lantern Guides: Pentax Zx-M K1000,Sterling Publishing (NY),photography,0.25,Not enough camera-specific information
Magic Lantern Guides: Pentax Zx-M K1000,Sterling Publishing (NY),photography,0.5,Nice guide for a novice Pentax owner
Magic Lantern Guides: Nikon N60,Sterling Publishing Company Incorporated,photography,1.0,"Definitive Guide to the Nikon N60, plus Basic Photography"
Magic Lantern Guides: Nikon N60,Sterling Publishing Company Incorporated,photography,1.0,"Magic Lantern Guides, Nikon N60/F60"
Magic Lantern Guides: Nikon N60,Sterling Publishing Company Incorporated,photography,1.0,Oustanding Guide to the N60
Magic Lantern Guides: Nikon N60,Sterling Publishing Company Incorporated,photography,0.75,Very Useful
Magic Lantern Guides: Nikon N60,Sterling Publishing Company Incorporated,photography,0.75,What you would expect from a guide book.
Magic Lantern Guides: Nikon N60,Sterling Publishing Company Incorporated,photography,1.0,A Great Place to Start
"Master Breasts: Objectified, Aesthetisized, Fantasized, Eroticized, Feminized by Photography's Most Titillating Masters . . .",,photography,0.75,"Interesting insight, and fresh &quot;views&quot; of the breast."
"Master Breasts: Objectified, Aesthetisized, Fantasized, Eroticized, Feminized by Photography's Most Titillating Masters . . .",,photography,1.0,Excellent
"Master Breasts: Objectified, Aesthetisized, Fantasized, Eroticized, Feminized by Photography's Most Titillating Masters . . .",,photography,0.5,Breast views.
Native American Photography at the Smithsonian,Smithsonian,photography,1.0,Native American Photography
Native American Photography at the Smithsonian,Smithsonian,photography,0.75,Smithsonian Native American Photography
Magic Lantern Guides: Canon Eos 3,Lark Books,photography,0.75,"Magic Lantern Guide's Canon EOS-3, Great for Beginners"
Magic Lantern Guides: Canon Eos 3,Lark Books,photography,0.0,Content. Worth it?
Magic Lantern Guides: Canon Eos 3,Lark Books,photography,1.0,The Three .........Book
Magic Lantern Guides: Canon Eos 3,Lark Books,photography,0.5,Good EOS-3 guide
Magic Lantern Guides: Canon Eos 3,Lark Books,photography,0.75,How to understand EOS 3 and EOS SYSTEM.
Andre Kertesz,Bulfinch Press,photography,1.0,A Masterpiece Presentation on a Great Artist
Andre Kertesz,Bulfinch Press,photography,1.0,"A ""Must Have"" for any photographer's library"
Andre Kertesz,Bulfinch Press,photography,1.0,Andre Kertesz
Over the Edge ... 4 American Climbers Kidnapped...,Mountaineers Books,photography,0.5,MORE IS SOMETIMES LESS...
Michael Nichols: Brutal Kinship,,photography,0.75,Brutal indeed
Michael Nichols: Brutal Kinship,,photography,1.0,A welcome and entertaingly educational contribution
Michael Nichols: Brutal Kinship,,photography,0.75,To see ourselves as others see us
Summit : Vittorio Sella : Mountaineer and Photographer : The Years 1879-1909,,photography,1.0,Sublime Peak Experiences
Summit : Vittorio Sella : Mountaineer and Photographer : The Years 1879-1909,,photography,1.0,Sella the Great
Summit : Vittorio Sella : Mountaineer and Photographer : The Years 1879-1909,,photography,1.0,An elegantly written and presented piece!
Summit : Vittorio Sella : Mountaineer and Photographer : The Years 1879-1909,,photography,1.0,Captures the spirituality of the mountains
Summit : Vittorio Sella : Mountaineer and Photographer : The Years 1879-1909,,photography,1.0,Kallmes edits showstopper
Summit : Vittorio Sella : Mountaineer and Photographer : The Years 1879-1909,,photography,1.0,GOOD A+++++++++++++++++++++++++++++++++
Summit : Vittorio Sella : Mountaineer and Photographer : The Years 1879-1909,,photography,1.0,Most beautiful pictures i have ever seen
Summit : Vittorio Sella : Mountaineer and Photographer : The Years 1879-1909,,photography,1.0,Stunning
Summit : Vittorio Sella : Mountaineer and Photographer : The Years 1879-1909,,photography,1.0,"Beautiful, beautiful Mountains"
Edward Weston On Photography.,Getty Publications,photography,1.0,Edward Weston Writings on Photography
Penissimo: Gay Erotic Art Photography Vol. 1,Janssen Pub,photography,0.75,A Different Kind of Erotic Art/Photography!
Penissimo: Gay Erotic Art Photography Vol. 1,Janssen Pub,photography,1.0,From the Publisher
San Quentin,Aperture,photography,1.0,Tough guy private eye genre
Buttissimo (Gay Erotic Art Photography),Janssen Pub,photography,0.75,Pornography? Photography? Lots of Butts!
Buttissimo (Gay Erotic Art Photography),Janssen Pub,photography,1.0,From the Publisher
"In Our Own Image: Treasured African-American Traditions, Journeys & Icons",Running PressBook Pub,photography,1.0,A Celebration of African American Life
"In Our Own Image: Treasured African-American Traditions, Journeys & Icons",Running PressBook Pub,photography,1.0,Absolutely Beautiful!!!
"In Our Own Image: Treasured African-American Traditions, Journeys & Icons",Running PressBook Pub,photography,1.0,In our own Image
"In Our Own Image: Treasured African-American Traditions, Journeys & Icons",Running PressBook Pub,photography,1.0,AFRICAN AMERICAN HISTORY-EXCELLENT GIFT
"In Our Own Image: Treasured African-American Traditions, Journeys & Icons",Running PressBook Pub,photography,0.5,Lovely
Ezekiel's Horse,University of Texas Press,photography,0.75,Smart design and great images together at last!
Ezekiel's Horse,University of Texas Press,photography,1.0,Fantastic!
Ezekiel's Horse,University of Texas Press,photography,1.0,Amazing Horse Emotion
Ezekiel's Horse,University of Texas Press,photography,1.0,Five stars x two (maybe three)
Ezekiel's Horse,University of Texas Press,photography,1.0,a stunning new collection from keith carter
A Portrait in Time,,photography,1.0,A Portrait in Time isn't just another time travel . . .
A Portrait in Time,,photography,0.5,An ok read
A Portrait in Time,,photography,0.25,Time Travel falls short on many levels
A Portrait in Time,,photography,0.5,"Good reading, but not the best story"
A Portrait in Time,,photography,0.75,a portrait in romance
A Portrait in Time,,photography,0.75,Nice read
A Portrait in Time,,photography,0.0,Good plot.....but.
A Portrait in Time,,photography,1.0,A fun fluff read
Lonely Planet People Photography (How to),Lonely Planet,photography,0.5,some useful tips...
Lonely Planet People Photography (How to),Lonely Planet,photography,1.0,Wow what a book
Lonely Planet People Photography (How to),Lonely Planet,photography,0.75,PEOPLE PHOTOGRAPHY
The Coast of Maine,Rizzoli Publications,photography,0.75,Good Reading.
The Coast of Maine,Rizzoli Publications,photography,1.0,Funniest and most interesting writer
Masterpieces of the J. Paul Getty Museum: Photographs,Getty Publications,photography,1.0,Great photos
Day of the Dead,Texas Christian University Press,photography,1.0,A Beautiful Tribute to a Mexican Holiday
Day of the Dead,Texas Christian University Press,photography,1.0,"Brilliant Illustrations, Accurate Story"
Day of the Dead,Texas Christian University Press,photography,0.75,Charming
Day of the Dead,Texas Christian University Press,photography,1.0,Great buy!
Day of the Dead,Texas Christian University Press,photography,0.75,Beautiful book (but the paperback binding sucks!)
Day of the Dead,Texas Christian University Press,photography,0.75,Loved it but the size.....
Day of the Dead,Texas Christian University Press,photography,1.0,All I needed...
Day of the Dead,Texas Christian University Press,photography,0.75,Overview of Day of the Dead
Day of the Dead,Texas Christian University Press,photography,0.5,Good but not great
Day of the Dead,Texas Christian University Press,photography,0.5,Disturbing
Day of the Dead,Texas Christian University Press,photography,0.75,Surprised by Other Reviews
Day of the Dead,Texas Christian University Press,photography,0.75,Last Chance
Day of the Dead,Texas Christian University Press,photography,0.75,Strong finish after slow start
Day of the Dead,Texas Christian University Press,photography,0.5,Disappointing
Day of the Dead,Texas Christian University Press,photography,1.0,Great Story
Day of the Dead,Texas Christian University Press,photography,0.75,Definitely worth reading
Day of the Dead,Texas Christian University Press,photography,1.0,Good reading
Day of the Dead,Texas Christian University Press,photography,1.0,The dead have their day...
Day of the Dead,Texas Christian University Press,photography,1.0,Jance once again pulls you in & holds tight to the end.
Day of the Dead,Texas Christian University Press,photography,0.75,Day of the Dead
Day of the Dead,Texas Christian University Press,photography,0.25,Too many characters.
Day of the Dead,Texas Christian University Press,photography,0.0,Incomprehensible
Day of the Dead,Texas Christian University Press,photography,0.25,Just too dark and on the sick side for me
Day of the Dead,Texas Christian University Press,photography,0.75,A Good Southwestern Suspense Novel
Day of the Dead,Texas Christian University Press,photography,0.5,Okay Crime Novel
Day of the Dead,Texas Christian University Press,photography,0.75,Leads to a Thrilling End
Day of the Dead,Texas Christian University Press,photography,1.0,A WELL TOLD STORY - SKILLFULLY DONE
Day of the Dead,Texas Christian University Press,photography,0.0,day of the dead
Day of the Dead,Texas Christian University Press,photography,0.0,An Ugly Book
Day of the Dead,Texas Christian University Press,photography,0.5,A Departure for the Author
Day of the Dead,Texas Christian University Press,photography,0.25,Loyal Jance fan but greatly disappointed in this book
Day of the Dead,Texas Christian University Press,photography,0.75,Western thriller: dark plot but suspenseful conclusion !
Day of the Dead,Texas Christian University Press,photography,0.25,MAJOR DISAPPOINTMENT
Day of the Dead,Texas Christian University Press,photography,0.0,Disappointing
Day of the Dead,Texas Christian University Press,photography,0.5,Caution: Too Scary for Joanna Brady Fans!
Day of the Dead,Texas Christian University Press,photography,1.0,Great novel
Day of the Dead,Texas Christian University Press,photography,0.75,why all the negatives?
Day of the Dead,Texas Christian University Press,photography,0.75,"A tough, but ultimately compelling and worthwhile read"
Day of the Dead,Texas Christian University Press,photography,1.0,Day of the Dead
Day of the Dead,Texas Christian University Press,photography,0.75,crackling suspense based on shocking truth
Day of the Dead,Texas Christian University Press,photography,0.0,DOES NOT DESERVE EVEN ONE STAR
Day of the Dead,Texas Christian University Press,photography,0.25,Horribly Written
Day of the Dead,Texas Christian University Press,photography,0.0,A prime example of a 'trashy novel'
Day of the Dead,Texas Christian University Press,photography,0.25,Please go back to Joanna Brady
Day of the Dead,Texas Christian University Press,photography,0.0,Way too much gratuitous violence and sex
Day of the Dead,Texas Christian University Press,photography,0.0,a dead day of the dead
Day of the Dead,Texas Christian University Press,photography,1.0,exciting crime thriller
Day of the Dead,Texas Christian University Press,photography,0.0,Awful!
Day of the Dead,Texas Christian University Press,photography,0.0,"Bad, Bad, Bad"
88 Secrets to Wildlife Photography,,photography,1.0,Lots of great detailed information
88 Secrets to Wildlife Photography,,photography,1.0,Straight Forward and Practical!
88 Secrets to Wildlife Photography,,photography,1.0,Another great book in the 88 secrets series
Captivating Wildlife,,photography,0.0,NEXT PLEASE-
Exposed: A Celebration of the Male Nude from 90 of the World's Greatest Photographers,Running Press,photography,0.75,A Good Overview...
Exposed: A Celebration of the Male Nude from 90 of the World's Greatest Photographers,Running Press,photography,1.0,"Good photo selection, extremely high quality"
Exposed: A Celebration of the Male Nude from 90 of the World's Greatest Photographers,Running Press,photography,1.0,An excellent addition to any coffee-table or bookshelf.
Exposed: A Celebration of the Male Nude from 90 of the World's Greatest Photographers,Running Press,photography,1.0,fantastic
Exposed: A Celebration of the Male Nude from 90 of the World's Greatest Photographers,Running Press,photography,1.0,INTERESTING VARIETY OF WORK FOUND HERE
Exposed: A Celebration of the Male Nude from 90 of the World's Greatest Photographers,Running Press,photography,0.75,Surprisingly inspiring...
Exposed: A Celebration of the Male Nude from 90 of the World's Greatest Photographers,Running Press,photography,0.75,An Ambitious But Flawed Endeavor
Exposed: A Celebration of the Male Nude from 90 of the World's Greatest Photographers,Running Press,photography,1.0,A Feast for the Soul
Exposed: A Celebration of the Male Nude from 90 of the World's Greatest Photographers,Running Press,photography,0.75,sensual and educational
Exposed: A Celebration of the Male Nude from 90 of the World's Greatest Photographers,Running Press,photography,0.25,Most images are disgustiing trash.
Lighthouses of the World,Simon and Schuster,photography,0.75,Good what there is of it
Lighthouses of the World,Simon and Schuster,photography,1.0,Indispensible for anyone bitten by the lighthouse bug
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,1.0,A Combination that Works
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,0.75,Top Jackie Fashion Book !
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,1.0,An Exquisite Book Capturing an Exquisite Woman
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,1.0,It Doesn't Get Any Better!
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,1.0,Secrets to Jackie's White House Style--Divine!
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,0.5,"Chic, but pictures were rather tiny"
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,1.0,FASHION ICON
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,1.0,DAZZLING
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,1.0,I am a huge fan of Jackie Kennedy
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,0.75,Camelot - A Brief Shining Moment
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,1.0,"lovely, lovely book"
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,0.25,A Thousand Days of Magic: Dressing Jacqueline Kennedy
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,1.0,From Beginning to End
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,0.75,Beautiful Book About a Beautiful Lady and Her Clothes
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,1.0,Gorgeous book!
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,1.0,Beautiful Pictures
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,1.0,Fabulous
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,1.0,Beautiful !
A Thousand Days of Magic: Dressing Jacqueline Kennedy for the White House,Rizzoli International Publications,photography,0.75,Gorgeous!
Living Tribes,Firefly Books,photography,1.0,Blends armchair travel with social examination
EAGLE'S NEST.,Schiffer Pub Limited,photography,1.0,Eagles' Nest - a second review
Bad Girl: The Photographic Art of Luis Durante,,photography,1.0,Abstract Porn Art
Bad Girl: The Photographic Art of Luis Durante,,photography,0.25,Disappointing
Bad Girl: The Photographic Art of Luis Durante,,photography,1.0,Porn become art
Bad Girl: The Photographic Art of Luis Durante,,photography,0.0,Bad Girl
Approaching...,W W Norton & Company Incorporated,photography,0.75,promising author
Approaching...,W W Norton & Company Incorporated,photography,0.5,mediocre
Approaching...,W W Norton & Company Incorporated,photography,1.0,riveting
Ansel Adams in Color,"Little, Brown",photography,0.0,Ansel Adams at his worst
Ansel Adams in Color,"Little, Brown",photography,0.25,Will the Real Ansel Adams Please Stand Up......
Ansel Adams in Color,"Little, Brown",photography,0.5,Interesting Perspective on the Limits of Adams' Genius
Ansel Adams in Color,"Little, Brown",photography,0.0,Adams was against this.
Ansel Adams in Color,"Little, Brown",photography,0.25,Not for inspiration
Ansel Adams in Color,"Little, Brown",photography,1.0,Fine Art Color Landscape photography in 131 pages.
Ansel Adams in Color,"Little, Brown",photography,1.0,Insight About Color Photography For Ansel Adams Fans
Ansel Adams in Color,"Little, Brown",photography,0.75,"Excellent Pictures - Still Prefer The Classic Adams ""B&W"""
Ansel Adams in Color,"Little, Brown",photography,0.75,interesting book on photographic philosophy - not a coffee table book for Adams fans
Ansel Adams in Color,"Little, Brown",photography,1.0,Alternative View
Ansel Adams in Color,"Little, Brown",photography,1.0,Magnificent Work!
Ansel Adams in Color,"Little, Brown",photography,0.75,A work in progress
Photoshop Channel Chops,New Riders,photography,1.0,Absolutely essential reading
Photoshop Channel Chops,New Riders,photography,1.0,"Near perfect, just what I could never get... Alpha Channels"
Photoshop Channel Chops,New Riders,photography,1.0,A must read if you're serious about Photoshop
Photoshop Channel Chops,New Riders,photography,0.0,"Sorry, I didn't like it"
Photoshop Channel Chops,New Riders,photography,1.0,"Uh, actually&#65533;"
Photoshop Channel Chops,New Riders,photography,1.0,Unbeatable Photoshop theory
Photoshop Channel Chops,New Riders,photography,1.0,Recommended reading instead of taking notes
Photoshop Channel Chops,New Riders,photography,1.0,Everyone should have this book on their bookshelf!
Photoshop Channel Chops,New Riders,photography,1.0,The Best Discussion of Digital Blue Screen Techniques
Photoshop Channel Chops,New Riders,photography,1.0,the logic and creative potential of Channels is understood
Photoshop Channel Chops,New Riders,photography,1.0,A Book Worth Having
Photoshop Channel Chops,New Riders,photography,1.0,No wizardry
Photoshop Channel Chops,New Riders,photography,1.0,Best computer graphic book ever!!
Photoshop Channel Chops,New Riders,photography,1.0,REQUIRED READING
Photoshop Channel Chops,New Riders,photography,0.25,What about LAYERS?
Photoshop Channel Chops,New Riders,photography,1.0,photoshop chops
Photoshop Channel Chops,New Riders,photography,1.0,Channel Chops
Photoshop Channel Chops,New Riders,photography,1.0,"essential reading for masking, compositing and channel work in photoshop"
Photoshop Channel Chops,New Riders,photography,1.0,I bought just about every book - this one is a KEEPER!
Photoshop Channel Chops,New Riders,photography,1.0,Still Fantastic in 2008
Photoshop Channel Chops,New Riders,photography,1.0,The must have book on channel operations
Photoshop Channel Chops,New Riders,photography,1.0,A must have book on channel operations
Photoshop Channel Chops,New Riders,photography,1.0,Spectrum Review - David Duberman
Photoshop Channel Chops,New Riders,photography,1.0,this is THE photoshop book to learn from!!!
Photoshop Channel Chops,New Riders,photography,1.0,Best Resource book ever! Buy it for the Holiday's Now!
Photoshop Channel Chops,New Riders,photography,1.0,"One of the best books about Photoshop 4, 5+"
Photoshop Channel Chops,New Riders,photography,1.0,This book ROCKS! WOW!
Photoshop Channel Chops,New Riders,photography,1.0,A must have book on channel operations
Photoshop Channel Chops,New Riders,photography,1.0,See Photoshop as you've never seen it before
Photoshop Channel Chops,New Riders,photography,1.0,"An entertaining, educational book by the Photoshop gurus."
Photoshop Channel Chops,New Riders,photography,1.0,Must have book
Photoshop Channel Chops,New Riders,photography,1.0,No equal
Photoshop Channel Chops,New Riders,photography,1.0,If you're already elbow-deep in digital imagery equipment...
Photoshop Channel Chops,New Riders,photography,1.0,Lizzy Bordon took a mouse &amp; gave her channel 50 chops!
Photoshop Channel Chops,New Riders,photography,1.0,Photoshop Channel Chops - Bytingly Good Education In A Book
Visionaries,Laurence King Publishing,photography,1.0,Inspirational
Digital Photo Artist: Creative Techniques and Ideas for Digital Image-making,John Wiley & Sons,photography,1.0,this is a truly worthy successor/second volume!
Digital Photo Artist: Creative Techniques and Ideas for Digital Image-making,John Wiley & Sons,photography,0.5,Old News
Digital Photo Artist: Creative Techniques and Ideas for Digital Image-making,John Wiley & Sons,photography,0.75,"a good ""recipe"" book for photo effects"
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,1.0,Photography 2.0 - Stunning!!!
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,1.0,The Appendix hit the mark
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,0.75,Awesome photos - mediocre how-to book.
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,0.5,Lovely to Look At
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,1.0,A Great Lesson in Seeing
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,1.0,I love this book!
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,1.0,Who woulda thunk it?
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,0.75,Marvelous
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,0.75,Enjoyable Photo Book
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,1.0,Window Seat: The Art of Digital Photography & Creative Thinking
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,1.0,Flying doesn't haver to be uninteresting
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,1.0,Beautiful and Inspiring
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,1.0,Thanks
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,1.0,Stop Reading this Review
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,0.75,very helpful
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,0.0,Wrong book for me.
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,1.0,I absolutely loved it!
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,0.5,I must be missing something here...
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,1.0,LOOKOUT!
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,1.0,An Exception
Window Seat: The Art of Digital Photography and Creative Thinking,"""O'Reilly Media, Inc.""",photography,1.0,A Novel Approach that Fired My Imagination with Possibility
